UNIVERSE,ASSET CLASS,CATEGORY,SUB-CATEGORY,AMC,ETF,BENCHMARK INDEX,website_link,SYMBOL,BSE TICKER,ISIN CODE,LAUNCH DATE,AUM(Crores),EXPENSE RATIO,OVERALL TRACKING ERROR,OVERALL TRACKING DIFFERENCE,YEARS ACTIVE
NSE,EQUITY,STRATEGIC,Nifty 500 Factor Indices,Groww Mutual Fund,Groww Nifty 500 Low Volatility 50 ETF,Nifty 500 Low Volatility 50 TRI,https://groww.in/etfs/groww-nifty-500-low-volatility-50-etf-ltd,GROWWLOVOL,,INF666M01LB9,17-06-2025,4.79,0.32,,,0.44
NSE,EQUITY,BROADER,Nifty 50,Groww Mutual Fund,Groww Nifty 50 ETF,Nifty 50 TRI,https://www.growwmf.in/downloads/sid,GROWWNIFTY,,INF666M01LL8,22-07-2025,12,0.16,0,,0.3
NSE,EQUITY,BROADER,Nifty Next 50,Groww Mutual Fund,Groww Nifty Next 50 ETF,Nifty Next 50 TRI,https://groww.in/etfs/groww-nifty-next-50-etf-ltd,GROWWNXT50,,INF666M01LZ8,26-08-2025,,0,0,,0.24
NSE,EQUITY,BROADER,Nifty SmallCap 250,Groww Mutual Fund,Groww Nifty SmallCap ETF,Nifty SmallCap 250 TRI,https://groww.in/etfs/groww-nifty-smallcap-etf,GROWWSC250,,INF666M01MO0,30-10-2025,8.22,0.3,0,,0.07
NSE,EQUITY,SECTORAL,REALTY,Groww Mutual Fund,Groww Nifty Realty ETF,Nifty Realty TRI,https://groww.in/etfs/groww-nifty-realty-etf-ltd,GROWWRLTY,,INF666M01MN2,09-10-2025,7.44,0.42,0,,0.16
NSE,EQUITY,THEMATIC,EV and New Age Automotive,Groww Mutual Fund,Groww Nifty EV & New Age Automotive ETF,Nifty EV and New Age Automotive TRI,https://groww.in/etfs/groww-nifty-ev-new-age-automotive-etf,GROWWEV,,INF666M01IH2,12-08-2024,276,0.44,0,-0.48,1.32
NSE,EQUITY,THEMATIC,Defence,Groww Mutual Fund,Groww Nifty India Defence ETF,Nifty India Defence TRI,https://www.motilaloswalmf.com/mutual-funds/motilal-oswal-nifty-india-defence-etf,GROWWDEFNC,,INF666M01IO8,11-10-2024,236.03,0.43,0,-0.51,1.15
NSE,EQUITY,THEMATIC,Internet,Groww Mutual Fund,Groww Nifty India Internet ETF,Nifty India Internet TRI,https://groww.in/etfs/groww-nifty-india-internet-etf-ltd,GROWWNET,,INF666M01LI4,03-07-2025,23.43,0.38,0,,0.43
NSE,EQUITY,THEMATIC,Railways PSU,Groww Mutual Fund,Groww Nifty India Railways PSU ETF,Nifty India Railways PSU Index TRI.,https://groww.in/etfs/groww-nifty-india-railways-psu-etf,GROWWRAIL,94517,INF666M01JJ6,05-02-2025,91.35,0.49,0,,0.83
,COMMODITIES,GOLD,,Groww Mutual Fund,Groww Gold ETF,Domestic Price of Gold,https://groww.in/etfs/groww-gold-etf,GROWWGOLD,,INF666M01IW1,23-10-2024,233,0.51,0,,1.13
,COMMODITIES,SILVER,,Groww Mutual Fund,Groww Silver ETF,Domestic Price of Physical Silver,https://groww.in/etfs/groww-silver-etf,GROWWSLVR,,INF666M01LA1,21-05-2025,164.16,0.43,0,,0.56
,DEBT,LIQUID,,Groww Mutual Fund,Groww Nifty 1D Rate Liquid ETF,Nifty 1D Rate Index,https://www.growwmf.in/mutual-funds/groww-nifty-d-rate-liquid-etf,GROWWLIQID,,INF666M01IP5,26-09-2024,100.16,0.29,0,5.64,1.21
NSE,EQUITY,BROADER,Nifty Midcap 150,Groww Mutual Fund,Groww Nifty Midcap 150 ETF,Nifty Midcap 150 TRI,https://groww.in/etfs/groww-nifty-midcap-etf,GROWWMC150,,INF666M01MV5,17-11-2025,6,0.21,,,0.07
NSE,EQUITY,THEMATIC,Capital Market,Groww Mutual Fund,Groww Nifty Capital Markets ETF,Nifty Capital Market TRI,https://groww.in/etfs/groww-nifty-capital-markets-etf,GROWWCAPM,,INF666M01MM4,04-12-2025,,0,,,0.03
BSE,EQUITY,SECTORAL,POWER,Groww Mutual Fund,Groww BSE Power ETF,BSE Power TRI,https://groww.in/etf-nfo/groww-bse-power-etf,GROWWPOWER,,INF666M01LM6,05-08-2025,26.3,0.43,0,,0.36
NSE,EQUITY,STRATEGIC,Nifty 200 Factor Indices,HDFC Mutual Fund,HDFC Nifty200 Momentum 30 ETF,Nifty 200 Momentum 30 TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-nifty200-momentum-30-etf/regular,HDFCMOMENT,543628,INF179KC1HV6,17-10-2022,98.75,0.3,0.16,-0.66,3.11
NSE,EQUITY,BROADER,Nifty 50,HDFC Mutual Fund,HDFC Nifty 50 ETF,Nifty 50 TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-nifty-50-exchange-traded-fund/regular,HDFCNIFTY,539516,INF179KC1965,16-12-2015,4721,0.05,0.02,-0.13,9.91
NSE,EQUITY,STRATEGIC,Nifty 50 Factor Indices,HDFC Mutual Fund,HDFC NIFTY50 VALUE 20 ETF,Nifty 50 Value 20 TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-nifty50-value-20-etf/regular,HDFCVALUE,,INF179KC1DK8,29-09-2022,36.53,0.2,0.05,-0.33,3.19
BSE,EQUITY,BROADER,BSE Sensex,HDFC Mutual Fund,HDFC S&P BSE Sensex ETF,S&P BSE Sensex TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-bse-sensex-etf/regular,HDFCSENSEX,539517,INF179KC1HX2,09-12-2015,548,0.05,0.02,0.02,9.95
NSE,EQUITY,BROADER,Nifty Next 50,HDFC Mutual Fund,HDFC Nifty Next 50 ETF,Nifty Next 50 TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-nifty-next-50-exchange-traded-fund/regular,HDFCNEXT50,543570,INF179KC1HS2,11-08-2022,94.01,0.25,0.05,-0.36,3.28
NSE,EQUITY,BROADER,Nifty 100,HDFC Mutual Fund,HDFC Nifty 100 ETF,Nifty 100 TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-nifty-100-exchange-traded-fund/regular,HDFCNIF100,543569,INF179KC1HR4,11-08-2022,38.97,0.3,0.02,-0.4,3.28
NSE,EQUITY,STRATEGIC,Nifty 100 Factor Indices,HDFC Mutual Fund,HDFC NIFTY100 Quality 30 ETF,Nifty 100 Quality 30 TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-nifty-100-quality-30-etf/regular,HDFCQUAL,543605,INF179KC1DL6,29-09-2022,22.55,0.3,0.08,-0.27,3.15
NSE,EQUITY,STRATEGIC,Nifty 100 Factor Indices,HDFC Mutual Fund,HDFC Nifty100 Low Volatility 30 ETF,Nifty100 Low Volatility 30 TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-nifty100-low-volatility-30-etf/regular,HDFCLOWVOL,543627,INF179KC1HU8,17-10-2022,13.87,0.3,0.03,-0.53,3.1
NSE,EQUITY,BROADER,Nifty SmallCap 250,HDFC Mutual Fund,HDFC NIFTY Smallcap 250 ETF,Nifty SmallCap 250 TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-nifty-smallcap-250-etf/regularWebsite link,HDFCSML250,543775,INF179KC1FB2,21-02-2023,1475.69,0.25,0.09,0.33,2.76
NSE,EQUITY,SECTORAL,BANK,HDFC Mutual Fund,HDFC Nifty Bank ETF,Nifty Bank TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-nifty-bank-exchange-traded-fund/regular,HDFCNIFBAN,543224,INF179KC1HY0,28-08-2020,2781.69,0.16,0.02,-0.27,5.28
NSE,EQUITY,SECTORAL,IT,HDFC Mutual Fund,HDFC Nifty IT ETF,NIFTY IT TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-nifty-it-etf/regular,HDFCNIFIT,543665,INF179KC1IA8,22-11-2022,45.11,0.2,0.05,-0.31,3.04
NSE,EQUITY,SECTORAL,PRIVATE BANK,HDFC Mutual Fund,HDFC NIFTY Private Bank ETF,Nifty Private Bank TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-nifty-private-bank-etf/regular,HDFCPVTBAN,543666,INF179KC1HZ7,22-11-2022,340.58,0.15,0.02,-0.23,3.04
NSE,EQUITY,SECTORAL,PSU BANK,HDFC Mutual Fund,HDFC Nifty PSU Bank ETF,Nifty PSU Bank TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-nifty-psu-bank-etf/regular,HDFCPSUBK,544110,INF179KC1HW4,07-02-2024,33.84,0.35,0.08,-0.44,1.83
BSE,EQUITY,BROADER,BSE 500,HDFC Mutual Fund,HDFC S&P BSE 500 ETF,S&P BSE 500 TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-bse-500-etf/regular,HDFCBSE500,543774,INF179KC1EZ4,15-02-2023,19.03,0.3,0.2,-0.39,2.81
,COMMODITIES,GOLD,,HDFC Mutual Fund,HDFC Gold Exchange Traded Fund,Domestic Price of Gold,https://www.hdfcfund.com/explore/mutual-funds/hdfc-gold-etf/regular,HDFCGOLD,533230,INF179KC1981,13-08-2010,15694.64,0.59,0.28,-0.95,15.34
,COMMODITIES,SILVER,,HDFC Mutual Fund,HDFC Silver ETF,Domestic Price of Physical Silver,https://www.hdfcfund.com/explore/mutual-funds/hdfc-silver-etf/regular,HDFCSILVER,543592,INF179KC1DI2,02-09-2022,3757.1,0.45,0.57,-2.26,3.27
,DEBT,LIQUID,,HDFC Mutual Fund,HDFC NIFTY 1D Rate Liquid ETF Growth,Nifty 1D Rate Index,https://www.hdfcfund.com/explore/mutual-funds/hdfc-nifty-1d-rate-liquid-etf-growth/regular,HDFCLIQUID,543973,INF179KC1JG3,31-08-2023,67.76,0.45,0.03,-0.91,2.28
NSE,EQUITY,BROADER,Nifty Midcap 150,HDFC Mutual Fund,HDFC NIFTY Midcap 150 ETF,Nifty Midcap 150 TRI,HDFC NIFTY Midcap 150 ETF,HDFCMID150,543776,INF179KC1HT0,21-02-2023,94.44,0.2,0.04,-0.33,2.81
NSE,EQUITY,BROADER,Nifty Midcap 150,HDFC Mutual Fund,HDFC Nifty Midcap 150 ETF,Nifty Midcap 150 TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-nifty-midcap-150-etf/regular,HDFCMID150,543776,INF179KC1HT0,21-02-2023,99.96,0.2,0.04,-0.33,2.81
NSE,EQUITY,STRATEGIC,Nifty Growth Sectors 15,HDFC Mutual Fund,HDFC NIFTY Growth Sectors 15 ETF,Nifty Growth Sectors 15 TRI,https://www.hdfcfund.com/explore/mutual-funds/hdfc-nifty-growth-sectors-15-etf/regular,HDFCGROWTH,543607,INF179KC1DJ0,29-09-2022,17.11,0.3,0.18,-0.54,3.21
BSE,EQUITY,BROADER,BSE Sensex,ICICI Prudential MF,ICICI Prudential BSE Sensex ETF,S&P BSE Sensex TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-bse-sensex-etf,SENSEXIETF,555555,INF346A01034,23-07-2014,23154.82,0.02,0.02,0.5,11.33
NSE,EQUITY,BROADER,Nifty Next 50,ICICI Prudential MF,ICICI Prudential Nifty Next 50 ETF,Nifty Next 50 TRI,https://digitalfactsheet.icicipruamc.com/passive/icici-prudential-nifty-next-50-etf.php,NEXT50IETF,541809,INF109KC1NS5,30-08-2018,1847.78,0.1,0.05,-0.25,7.23
NSE,EQUITY,BROADER,Nifty 100,ICICI Prudential MF,ICICI Prudential Nifty 100 ETF,Nifty 100 TRI,https://digitalfactsheet.icicipruamc.com/passive/icici-prudential-nifty-100-etf.php,NIF100IETF,537008,INF109KC16V9,26-08-2016,154.02,0.48,0.02,-0.4,9.24
NSE,EQUITY,STRATEGIC,Nifty 100 Factor Indices,ICICI Prudential MF,ICICI Prudential Nifty 100 Low Volatility 30 ETF,Nifty 100 Low Volatility 30 TRI,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://digitalfactsheet.icicipruamc.com/passive/pdf/icici-prudential-nifty-100-low-volatility-30-etf.pdf,LOWVOLIETF,540612,INF109KC19U5,10-07-2017,3809.13,0.41,0.05,-0.44,8.37
NSE,EQUITY,BROADER,Nifty 50,ICICI Prudential MF,ICICI Prudential Nifty 50 ETF,Nifty 50 TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-50-etf,NIFTYIETF,537007,INF109K012R6,20-03-2013,32453,0.02,0.02,-0.13,12.65
NSE,EQUITY,STRATEGIC,Nifty 200 Factor Indices,ICICI Prudential MF,ICICI Prudential Nifty 200 Momentum 30 ETF,Nifty 200 Momentum 30 TRI,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://digitalfactsheet.icicipruamc.com/passive/pdf/icici-prudential-nifty-200-momentum-30-etf.pdf,MOM30IETF,543568,INF109KC17C7,10-08-2022,615.4,0.3,0.24,-0.41,3.29
NSE,EQUITY,STRATEGIC,Nifty 200 Factor Indices,ICICI Prudential MF,ICICI Prudential Nifty 200 Quality 30 ETF,Nifty 200 Quality 30 TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-200-quality-30-etf,QUAL30IETF,,INF109KC18V5,10-08-2023,175,0.3,0.05,-0.46,2.29
NSE,EQUITY,SECTORAL,AUTO,ICICI Prudential MF,ICICI Pru Nifty Auto ETF,Nifty Auto TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-auto-etf,AUTOIETF,543450,INF109KC10V2,18-01-2022,155.58,0.2,0.04,-0.3,3.88
NSE,EQUITY,SECTORAL,BANK,ICICI Prudential MF,ICICI Prudential Nifty Bank ETF,Nifty Bank TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-bank-etf,BANKIETF,542730,INF109KC15I8,15-07-2019,3184.63,0.15,0.02,-0.29,6.4
NSE,EQUITY,SECTORAL,FINANCIAL SERVICES EX-BANK,ICICI Prudential MF,ICICI Prudential Nifty Financial Services Ex-BaNk ETF,Nifty Financial Services Ex-Bank TRI,https://digitalfactsheet.icicipruamc.com/passive/icici-prudential-nifty-financial-services-ex-bank-etf.php,FINIETF,543677,INF109KC17L8,30-11-2022,218.3,0.2,0.04,-0.37,3.02
NSE,EQUITY,SECTORAL,FMCG,ICICI Prudential MF,ICICI Prudential Nifty FMCG ETF,Nifty FMCG TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-fmcg-etf,FMCGIETF,543326,INF109KC19V3,10-08-2021,662.56,0.2,0.08,-0.28,4.33
NSE,EQUITY,SECTORAL,HEALTHCARE,ICICI Prudential MF,ICICI Prudential Nifty Healthcare ETF,Nifty Healthcare TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-healthcare-etf,HEALTHIETF,543292,INF109KC1Q72,18-05-2021,129.47,0.15,0.05,-0.23,4.56
NSE,EQUITY,SECTORAL,IT,ICICI Prudential MF,ICICI Prudential Nifty IT ETF,NIFTY IT TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-it-etf,ITIETF,543221,INF109KC16I6,20-08-2020,553.89,0.2,0.05,-0.32,5.3
NSE,EQUITY,SECTORAL,OIL AND GAS,ICICI Prudential MF,ICICI Prudential Nifty Oil & Gas ETF,Nifty Oil and Gas TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-oil-&-gas-etf,OILIETF,544216,INF109KC18W3,24-07-2024,222.82,0.4,0.04,-0.27,1.37
NSE,EQUITY,THEMATIC,Commodities,ICICI Prudential MF,ICICI Prudential Nifty Commodities ETF,Nifty Commodities TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-commodities-etf,COMMOIETF,543710,INF109KC19O8,21-12-2022,110.46,0.3,0.03,-0.46,2.96
NSE,EQUITY,THEMATIC,EV and New Age Automotive,ICICI Prudential MF,ICICI Prudential Nifty EV & New Age Automotive ETF,Nifty EV and New Age Automotive TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-ev-&-new-age-automotive,EVIETF,544394,INF109K1A153,15-04-2025,30.72,0.44,0.12,-0.39,0.64
NSE,EQUITY,THEMATIC,India Cosumption,ICICI Prudential MF,ICICI Prudential Nifty India Consumption ETF,Nifty India Consumption TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-consumption-etf,CONSUMIETF,543383,INF109KC1V42,02-11-2021,69.06,0.2,0.03,-0.32,4.1
NSE,EQUITY,THEMATIC,Infrastructure,ICICI Prudential MF,ICICI Prudential Nifty Infrastructure ETF,Nifty Infrastructure TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-infrastructure-etf,INFRAIETF,543571,INF109KC16E5,17-08-2022,349.59,0.5,0.04,-0.03,3.31
BSE,EQUITY,THEMATIC,BHARAT 22,ICICI Prudential MF,BHARAT 22 ETF,BSE Bharat 22 TRI,https://www.icicietf.com/funds/equity-etf/bharat-22-etf,ICICIB22,,INF109KB15Y7,28-11-2017,15028.85,0.07,0.05,0.4,8.04
BSE,EQUITY,BROADER,BSE Midcap Select,ICICI Prudential MF,ICICI Prudential BSE Midcap Select ETF,BSE Midcap Select TRI,https://digitalfactsheet.icicipruamc.com/passive/icici-prudential-bse-midcap-select-etf.php,MIDSELIETF,539980,INF109KC10W0,11-07-2016,93.18,0.15,0.07,-0.52,9.44
BSE,EQUITY,BROADER,BSE 500,ICICI Prudential MF,ICICI Prudential BSE 500 ETF,BSE 500 TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-bse-500-etf,BSE500IETF,541313,INF109KC1V59,16-05-2018,327.97,0.32,0.02,-0.35,7.59
,COMMODITIES,GOLD,,ICICI Prudential MF,ICICI Prudential Gold ETF,Domestic Price of Gold,https://www.icicietf.com/funds/commodity-etf/icici-prudential-gold-etf,GOLDIETF,533244,INF109KC1NT3,24-08-2010,11966.66,0.5,0.22,-1.13,15.31
,COMMODITIES,SILVER,,ICICI Prudential MF,ICICI Prudential Silver ETF,Domestic Price of Physical Silver,https://www.icicietf.com/funds/commodity-etf/icici-prudential-silver-etf,SILVERIETF,543452,INF109KC1Y56,24-01-2022,9445.03,0.4,0.52,-1.35,3.88
,DEBT,G-Sec,,ICICI Prudential MF,ICICI Prudential Nifty 5 Yr Benchmark G-SEC ETF,Nifty 5 yr Benchmark G-Sec Index,https://www.icicietf.com/funds/debt-etf/icici-prudential-nifty-5-year-g-sec-etf,GSEC5IETF,543480,INF109KC14A8,07-03-2022,17.45,0.2,0.23,-0.1,3.76
NSE,EQUITY,BROADER,Nifty Midcap 150,ICICI Prudential MF,ICICI Prudential Nifty Midcap 150 ETF,Nifty Midcap 150 TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-midcap-150-etf,MIDCAPIETF,542921,INF109KC11W8,28-01-2020,553.9,0.15,0.04,-0.33,5.88
NSE,EQUITY,THEMATIC,Metal,ICICI Prudential MF,ICICI Prudential Nifty Metal ETF,Nifty Metal TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-metal-etf,METALIETF,,INF109KC19W1,20-08-2024,306.45,0.4,0.04,-0.68,1.32
NSE,EQUITY,STRATEGIC,Nifty 200 Factor Indices,ICICI Prudential MF,ICICI Prudential Nifty200 Value 30 ETF,Nifty 200 Value 30 TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty200-value-30-etf,VAL30IETF,,INF109KC16X5,22-10-2024,14.87,0.3,0.09,-0.41,1.15
NSE,EQUITY,STRATEGIC,Nifty Alpha Factor Indices,ICICI Prudential MF,ICICI Prudential Nifty Alpha Low Volatility 30 ETF,Nifty Alpha Low Volatility 30 TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-alpha-low-volatility-30-etf,ALPL30IETF,,INF109KC17V7,12-08-2020,1713.48,0.41,0.23,-0.68,5.34
NSE,EQUITY,STRATEGIC,Nifty Top 15,ICICI Prudential MF,ICICI Prudential Nifty Top 15 Equal Weight ETF,Nifty Top 15 Equal Weight TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-top-15-equal-weight-index-etf,TOP15IETF,544427,INF109K1A344,26-06-2025,10.86,0.35,0.19,-0.22,0.47
NSE,EQUITY,STRATEGIC,Nifty 50 Factor Indices,ICICI Prudential MF,ICICI Prudential Nifty50 Value 20 ETF,Nifty 50 Value 20 TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty50-value-20-etf,NV20IETF,,INF109KC11V0,17-06-2016,188.59,0.25,0.06,-0.46,9.5
NSE,EQUITY,SECTORAL,PRIVATE BANK,ICICI Prudential MF,ICICI Prudential Nifty Private Bank ETF,Nifty Private Bank TRI,https://digitalfactsheet.icicipruamc.com/passive/icici-prudential-nifty-private-bank-etf.php,PVTBANIETF,542758,INF109KC18U7,09-08-2019,3324.22,0.15,0.03,-0.42,6.35
NSE,EQUITY,SECTORAL,PSU BANK,ICICI Prudential MF,ICICI Prudential Nifty PSU Bank ETF,Nifty PSU Bank TRI,https://www.icicietf.com/funds/equity-etf/icici-prudential-nifty-psu-bank-etf,PSUBNKIETF,,INF109KC10S8,21-03-2023,85.94,0.4,0.09,-0.66,2.74
,DEBT,G-Sec,,ICICI Prudential MF,ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,Nifty 10 yr Benchmark G-Sec Index,https://www.icicietf.com/funds/debt-etf/icici-prudential-nifty-10-yr-benchmark-g-sec-etf,GSEC10IETF,,INF109KC18O0,13-12-2022,578.31,0.14,0.09,-0.36,3.01
,DEBT,LIQUID,,ICICI Prudential MF,ICICI Prudential BSE Liquid Rate ETF-Growth,BSE Liquid Rate Index,https://www.icicietf.com/funds/debt-etf/icici-prudential-bse-liquid-rate-growth,CASHIETF,,INF109K1A021,19-03-2025,726.19,0.25,0.3,-0.13,0.74
NSE,EQUITY,BROADER,Nifty 50,Invesco Mutual Fund,Invesco India Nifty 50 ETF,Nifty 50 TRI,https://www.invescomutualfund.com/planPage?Title=Invesco%20India%20Nifty%2050%20Exchange%20Traded%20Fund&classification=exchange-traded-fund,IVZINNIFTY,,INF205K01DA9,17-06-2011,99.2,0.1,0.03,-0.31,14.5
,COMMODITIES,GOLD,,Invesco Mutual Fund,Invesco India Gold Exchange Tradaed Fund - Open Ended,Domestic Price of Gold,https://www.invescomutualfund.com/planPage?Title=Invesco%20India%20Gold%20Exchange%20Traded%20Fund&classification=exchange-traded-fund,IVZINGOLD,533172,INF205K01361,12-03-2010,470.49,0.55,0.26,-0.99,15.76
NSE,EQUITY,STRATEGIC,Nifty 200 Factor Indices,Kotak Mahindra Mutual Fund,Kotak Nifty 200 Quality 30 ETF,Nifty 200 Quality 30 TRI,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-nifty200-quality-30-etf,QUALITY30,,INF174KA1WT6,18-07-2025,0.01,0.25,0.05,-0.26,0.35
NSE,EQUITY,STRATEGIC,Nifty 200 Factor Indices,Kotak Mahindra Mutual Fund,Kotak Nifty 200 Momentum 30 ETF,Nifty 200 Momentum 30 TRI,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-nifty-200-momentum-30-etf,MOMENTUM30,,INF174KA1XS6,17-10-2025,5.23,0.24,0.44,-2.62,0.1
NSE,EQUITY,BROADER,Nifty 50,Kotak Mahindra Mutual Fund,Kotak Mahindra Nifty 50 ETF,Nifty 50 TRI,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-nifty-50-etf,NIFTY1,,INF174K014P6,11-02-2010,3140,0.03,0.02,-0.05,15.76
BSE,EQUITY,BROADER,BSE Sensex,Kotak Mahindra Mutual Fund,Kotak S&P BSE Sensex ETF,S&P BSE Sensex TRI,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-bse-sensex-etf,SENSEX1,532985,INF194KA1T91,06-06-2008,91.13,0.18,0.02,-0.2,17.46
NSE,EQUITY,STRATEGIC,Nifty 100 Factor Indices,Kotak Mahindra Mutual Fund,Kotak Nifty 100 Low Volatility 30 ETF,Nifty 100 Low Volatility 30 TRI,https://www.kotakmf.com/factsheet/June_2025/kotak/KOTAK-NIFTY-100-LOW-VOLATILITY-30-ETF.html,LOWVOL1,,INF174KA1IY5,29-03-2022,170.53,0.09,0.04,-0.24,3.65
NSE,EQUITY,STRATEGIC,Nifty 100 Factor Indices,Kotak Mahindra Mutual Fund,Kotak Nifty 100 Equal Weight ETF,Nifty 100 Equal Weight TRI,https://www.kotakmf.com/factsheet/october_2025/kotak/KOTAK-Nifty-100-Equal-Weight-ETF.html,NIFTY100EW,,INF174KA1UW4,04-03-2025,2.88,0.25,0.15,-0.57,0.72
