UNIVERSE,ASSET CLASS,CATEGORY,SUB-CATEGORY,AMC,ETF,BENCHMARK INDEX,website_link,SYMBOL,BSE TICKER,ISIN CODE,LAUNCH DATE,AUM(Crores),EXPENSE RATIO,OVERALL TRACKING ERROR,OVERALL TRACKING DIFFERENCE,YEARS ACTIVE
NSE,EQUITY,BROADER,Nifty Midcap 50,Kotak Mahindra Mutual Fund,Kotak Nifty Midcap 50 ETF,Nifty Midcap 50 TRI,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-nifty-midcap-50-etf,MIDCAP,,INF174KA1IB3,04-02-2022,87,0.05,0.14,-0.48,3.81
NSE,EQUITY,STRATEGIC,Nifty Alpha Factor Indices,Kotak Mahindra Mutual Fund,Kotak Nifty Alpha 50 ETF,Nifty Alpha 50 TRI,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-nifty-alpha-50-etf,ALPHA,,INF174KA1IA5,29-12-2021,748,0.3,0.27,-2.06,3.94
NSE,EQUITY,SECTORAL,BANK,Kotak Mahindra Mutual Fund,Kotak Nifty Bank ETF,Nifty Bank TRI,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-nifty-bank-etf,BANKNIFTY1,590136,INF174K01F59,11-12-2014,5196.37,0.15,0.03,-0.37,10.99
NSE,EQUITY,SECTORAL,CHEMICALS,Kotak Mahindra Mutual Fund,Kotak Nifty Chemicals ETF,Nifty Chemicals Index,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-nifty-chemicals-etf,CHEMICAL,,INF174KA1XV0,19-11-2025,11.83,0.25,0.3,-1.94,0.05
NSE,EQUITY,SECTORAL,IT,Kotak Mahindra Mutual Fund,Kotak Nifty IT ETF,NIFTY IT TRI,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-nifty-it-etf,IT,,INF174KA1GC5,05-03-2021,461,0.09,0.05,-0.27,4.76
NSE,EQUITY,SECTORAL,PSU BANK,Kotak Mahindra Mutual Fund,Kotak Nifty PSU Bank ETF,Nifty PSU Bank TRI,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-nifty-psu-bank-etf,PSUBANK,590107,INF373I01023,16-11-2007,2043.04,0.49,0.09,-0.56,18.07
NSE,EQUITY,THEMATIC,India Cosumption,Kotak Mahindra Mutual Fund,Kotak Nifty India Consumption ETF,Nifty India Consumption TRI,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-nifty-india-consumption-etf,CONS,,INF174KA1JE5,04-08-2022,23.06,0.1,0.05,-0.33,3.34
,COMMODITIES,GOLD,,Kotak Mahindra Mutual Fund,Kotak Gold Exchange Traded Fund,Domestic Price of Gold,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-gold-etf,GOLD1,590097,INF174KA1HJ8,08-08-2007,10592.8,0.55,0.31,-1.12,18.35
,COMMODITIES,SILVER,,Kotak Mahindra Mutual Fund,Kotak Silver ETF,Domestic Price of Physical Silver,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-silver-etf,SILVER1,140518043,INF174KA1KU9,09-12-2022,2305.14,0.45,0.57,-1.32,3.01
NSE,EQUITY,BROADER,Nifty Midcap 150,Kotak Mahindra Mutual Fund,Kotak Nifty Midcap 150 ETF,Nifty Midcap 150 TRI,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-nifty-midcap-150-etf,MID150,,INF174KA1VW2,28-03-2025,4.08,0.1,1.12,1.36,0.71
NSE,EQUITY,BROADER,Nifty Midcap 150,Kotak Mahindra Mutual Fund,Kotak Nifty Midcap 150 ETF,Nifty Midcap 150 TRI,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-nifty-midcap-150-etf,MID150,,INF174KA1VW2,28-03-2025,4.15,0.1,1.12,1.36,0.72
NSE,EQUITY,STRATEGIC,Nifty 50 Factor Indices,Kotak Mahindra Mutual Fund,Kotak Nifty 50 value 20 ETF,Nifty 50 Value 20 TRI,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-nifty-50-value-20-etf,NV20,,INF174K01Z71,02-12-2015,87.98,0.14,0.06,-0.67,10.04
MSCI,EQUITY,MSCI,,Kotak Mahindra Mutual Fund,Kotak MSCI India ETF,MSCI India Index TRI,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-msci-india-etf,MSCIINDIA,,INF174KA1VD2,19-02-2025,870,0.4,0.09,-0.34,0.82
NSE,EQUITY,THEMATIC,MNC,Kotak Mahindra Mutual Fund,Kotak Nifty MNC ETF,Nifty MNC TRI,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-nifty-mnc-etf,MNC,,INF174KA1JF2,16-08-2022,35.94,0.3,0.04,-0.44,3.33
,DEBT,LIQUID,,Kotak Mahindra Mutual Fund,Kotak Nifty 1D Rate Liquid,Nifty 1D Rate Index,https://www.kotakmf.com/mutual-funds/passive-funds/kotak-nifty-1d-rate-liquid-etf,LIQUID1,,INF174KA1LV5,01-02-2023,1497.34,0.19,0.01,-0.26,2.87
NSE,EQUITY,BROADER,Nifty 50,LIC Mutual Fund,LIC Nifty 50 ETF,Nifty 50 TRI,https://www.licmf.com/snapshot/lic-mf-etf-nifty-50/LIC175,LICNETFN50,,INF767K01OS7,30-11-2015,863,0.06,0.06,-0.18,9.95
BSE,EQUITY,BROADER,BSE Sensex,LIC Mutual Fund,LIC MF Exchange Traded Fund- SENSEX9,S&P BSE Sensex TRI,https://www.licmf.com/snapshot/lic-mf-bse-sensex-etf/LIC176,LICNETFSEN,539487,INF767K01OT5,30-11-2015,766,0.11,0.09,-0.1,9.98
NSE,EQUITY,BROADER,Nifty 100,LIC Mutual Fund,LIC MF Exchange Traded Fund - Nifty 100,Nifty 100 TRI,https://www.licmf.com/snapshot/lic-mf-etf-nifty-100/LIC177,LICNFNHGP,539784,INF767K01PC8,28-03-2016,769.66,0.28,0.08,-0.38,9.66
,COMMODITIES,GOLD,,LIC Mutual Fund,LIC MF Gold Exchange Traded Fund,Domestic Price of Gold,https://www.licmf.com/investor/licmf-gold-etf-fund-of-fund,LICMFGOLD,533719,INF397L01554,09-11-2011,858.57,0.41,0.28,-0.8,14.1
NSE,EQUITY,BROADER,Nifty MidCap 100,LIC Mutual Fund,LIC MF Nifty Midcap 100 ETF,Nifty Midcap 100 TRI,https://www.licmf.com/our-funds/licmf-Nifty-midcap-100-ETF,LICNMID100,,INF767K01RN1,19-02-2024,760,0.16,0.1,-0.44,1.82
,DEBT,G-Sec,,LIC Mutual Fund,LIC MF Nifty 8-13 yr G-Sec ETF,Nifty 8-13 yr G-Sec Index,https://www.licmf.com/snapshot/lic-mf-nifty-8-13-yr-g-sec-etf/LIC168,LICNETFGSC,,INF767K01MV5,24-12-2014,2471.18,0.17,0.13,-0.32,10.98
,DEBT,G-Sec,,Mirae Asset Mutual Fund,Mirae Asset Nifty 8-13 yr G-Sec ETF,Nifty 8-13 yr G-Sec Index,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=GSEC10YEAR,GSEC10YEAR,543875,INF769K01KF8,31-03-2023,93.12,0.1,0.06,-0.19,2.7
NSE,EQUITY,STRATEGIC,Nifty 200 Factor Indices,Mirae Asset Mutual Fund,Mirae Asset Nifty 200 Alpha 30 ETF,Nifty 200 Alpha 30 TRI,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.miraeassetmf.co.in/docs/default-source/product-presentations/nifty-200-alpha-30-etf-ppt.pdf,ALPHAETF,,INF769K01KU7,27-10-2023,432,0.47,0.25,-0.88,2.08
BSE,EQUITY,BROADER,BSE Sensex,Mirae Asset Mutual Fund,Mirae Asset S&P BSE Sensex ETF,S&P BSE Sensex TRI,https://www.miraeassetmf.co.in/mutual-fund-scheme/etf/mirae-asset-s-p-bse-sensex-etf,SENSEXETF,543999,INF769K01KT9,06-10-2023,20,0.05,0.03,-0.1,2.12
NSE,EQUITY,BROADER,Nifty Next 50,Mirae Asset Mutual Fund,Mirae Asset Nifty Next 50 ETF (MANxt50ETF),Nifty Next 50 TRI,https://www.miraeassetmf.co.in/mutual-fund-scheme/etf/mirae-asset-nifty-next-50-etf,NEXT50,542922,INF769K01FN2,31-01-2020,872.46,0.05,0.13,-0.48,5.81
NSE,EQUITY,BROADER,Nifty 50,Mirae Asset Mutual Fund,Mirae Asset Nifty 50 ETF,Nifty 50 TRI,https://www.miraeassetmf.co.in/mutual-fund-scheme/etf/mirae-asset-nifty-50-etf,NIFTYETF,,INF769K01EG9,26-11-2018,4489,0.04,0.02,-0.12,6.96
NSE,EQUITY,BROADER,Nifty 500 MultiCap 50:25:25,Mirae Asset Mutual Fund,Mirae Asset Nifty 500 Multicap ETF,Nifty 500 MultiCap 50:25:25 TRI,https://www.miraeassetmf.co.in/mutual-fund-scheme/etf/mirae-asset-nifty500-multicap-50-25-25-etf,MULTICAP,,INF769K01LX9,05-09-2024,51.56,0,0.08,-0.3,1.22
NSE,EQUITY,STRATEGIC,Nifty Smallcap250 Momentum Quality 100,Mirae Asset Mutual Fund,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,Nifty Smallcap250 Momentum Quality 100 TRI,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=SMALLCAP,SMALLCAP,544130,INF769K01LC3,29-02-2024,714.95,0.47,0.21,-0.81,1.74
NSE,EQUITY,STRATEGIC,Nifty MidSmallcap400 Momentum Quality 100,Mirae Asset Mutual Fund,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,Nifty MidSmallcap400 Momentum Quality 100 TRI,https://www.miraeassetmf.co.in/mutual-fund-scheme/etf/mirae-asset-nifty-midsmallcap400-momentum-quality-100-etf,MIDSMALL,544180,INF769K01LJ8,28-05-2024,50.72,0.46,0.12,-0.58,1.5
NSE,EQUITY,STRATEGIC,Nifty 50 Factor Indices,Mirae Asset Mutual Fund,Mirae Asset Nifty50 Equal Weight ETF,Nifty 50 Equal Weight TRI,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=EQUAL50,EQUAL50,544401,INF769K01OO2,15-05-2025,92.28,0.11,0.21,-0.21,0.56
NSE,EQUITY,SECTORAL,BANK,Mirae Asset Mutual Fund,Mirae Asset Nifty Bank ETF,Nifty Bank TRI,https://www.miraeassetmf.co.in/mutual-fund-scheme/etf/mirae-asset-nifty-bank-etf,BANKETF,543944,INF769K01KR3,26-07-2023,267.34,0.1,0.02,-0.2,2.37
NSE,EQUITY,SECTORAL,FINANCIAL SERVICES,Mirae Asset Mutual Fund,Mirae Asset Nifty Financial Services ETF,Nifty Financial Services TRI,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=BFSI,BFSI,543323,INF769K01HI8,30-07-2021,438.29,0.12,0.06,-0.15,4.36
NSE,EQUITY,SECTORAL,IT,Mirae Asset Mutual Fund,Mirae Asset Nifty IT ETF,NIFTY IT TRI,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=ITETF,ITETF,544006,INF769K01KV5,26-11-2018,149.8,0.1,0.05,-0.17,7.03
NSE,EQUITY,SECTORAL,PSU BANK,Mirae Asset Mutual Fund,Mirae Asset Nifty PSU Bank ETF,Nifty PSU Bank TRI,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.miraeassetmf.co.in/docs/default-source/product-presentations/mirae-asset-nifty-psu-bank-etf-ppt---june-25.pdf,BANKPSU,544266,INF769K01LZ4,08-10-2024,53.61,0.19,0.09,-0.32,1.16
NSE,EQUITY,THEMATIC,Energy,Mirae Asset Mutual Fund,Mirae Asset Nifty Energy ETF,Nifty Energy TRI,https://www.miraeassetmf.co.in/mutual-fund-scheme/etf/mirae-asset-nifty-energy-etf,ENERGY,,INF769K01PR2,13-11-2025,,0.11,0,,0.06
NSE,EQUITY,THEMATIC,EV and New Age Automotive,Mirae Asset Mutual Fund,Mirae Asset Nifty EV and New Age Automotive ETF,Nifty EV and New Age Automotive TRI,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.miraeassetmf.co.in/docs/default-source/transaction-forms/mirae-asset-ev-and-new-age-automotive-etf.pdf?sfvrsn=3c745412_2,EVINDIA,544212,INF769K01LQ3,16-07-2024,171,0.39,0.44,-0.44,1.39
NSE,EQUITY,THEMATIC,Internet,Mirae Asset Mutual Fund,Mirae Asset Nifty India Internet ETF,Nifty India Internet TRI,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=INTERNET,INTERNET,544438,INF769K01PB6,18-06-2025,16.52,0.19,0.07,-0.12,0.47
NSE,EQUITY,THEMATIC,Manufacturing,Mirae Asset Mutual Fund,Mirae Asset Nifty India Manufacturing ETF,Nifty India ManufacturingÂ TRI,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=MAKEINDIA,MAKEINDIA,543454,INF769K01IB1,27-01-2022,218.17,0.53,0.05,-0.59,3.86
NSE,EQUITY,THEMATIC,New Age Consumtion,Mirae Asset Mutual Fund,Mirae Asset Nifty India New Age Consumption ETF,Nifty India New Age Consumption TRI,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=CONSUMER,CONSUMER,544323,INF769K01NS5,26-12-2024,38.04,0.3,0.1,-0.32,0.95
NSE,EQUITY,THEMATIC,ESG SECTOR LEADERS,Mirae Asset Mutual Fund,MIRAE ASSET NIFTY 100 ESG SECTOR LEADERS ETF,Nifty 100 ESG Sector Leaders TRI,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=ESG,ESG,543246,INF769K01GS9,17-11-2020,117.37,0.1,0.06,-0.78,5.05
BSE,EQUITY,STRATEGIC,BSE Select IPO,Mirae Asset Mutual Fund,Mirae Asset BSE Select IPO,BSE Select IPO TRI,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=SELECTIPO,SELECTIPO,544376,INF769K01ON4,17-03-2025,18.16,0.34,0.2,-0.56,0.75
BSE,EQUITY,STRATEGIC,BSE 200 Factor Indices,Mirae Asset Mutual Fund,Mirae Asset BSE 200 Equal Weight ETF,BSE 200 Equal Weight TRI,https://miraeassetetf.co.in/transact?nseSymbol=EQUAL200,EQUAL200,544377,INF769K01OA1,17-03-2025,14.94,0.34,0.6,-0.2,0.73
,GLOBAL EQUITY,Hang Seng,,Mirae Asset Mutual Fund,Mirae Asset Hang Seng TECH ETF,Hang Seng Tech Index TRI,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=MAHKTECH,MAHKTECH,543414,INF769K01HS7,06-12-2021,437.82,0.55,0.12,-0.76,4.01
,GLOBAL EQUITY,NYSE FANG+,,Mirae Asset Mutual Fund,Mirae Asset NYSE FANG+ ETF,NYSE FANG+ TRI,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=MAFANG,MAFANG,543291,INF769K01HF4,06-05-2021,3651.94,0.65,0.04,-0.76,4.59
,GLOBAL EQUITY,S&P 500,,Mirae Asset Mutual Fund,Mirae Asset S&P 500 Top 50 ETF,S&P 500 Top 50 TRI,https://www.miraeassetmf.co.in/digitalfactsheets/2022_Nov/innerpages/S-and-P-500-TOP-50-ETF.html,MASPTOP50,543365,INF769K01HP3,20-09-2021,1003.99,0.6,0.05,-1.19,4.22
,COMMODITIES,GOLD,,Mirae Asset Mutual Fund,Mirae Asset Gold ETF,Domestic Price of Gold,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=GOLDETF,GOLDETF,543781,INF769K01JP9,20-02-2023,1641.41,0.35,0.39,-1.17,2.81
,COMMODITIES,SILVER,,Mirae Asset Mutual Fund,Mirae Asset Silver ETF,Domestic Price of Physical Silver,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=SILVRETF,SILVERAG,543922,INF769K01KG6,09-06-2023,460.88,0.34,0.63,-1.29,2.51
NSE,DEBT,LIQUID,,Mirae Asset Mutual Fund,Mirae Asset Nifty 1D Rate Liquid ETF,Nifty 1D Rate Index,https://www.miraeassetmf.co.in/mutual-fund-scheme/nav-archive/mirae-asset-nifty-1d-rate-liquid-etf,LIQUID,543946,INF769K01KS1,31-07-2023,508.88,0.26,0.04,-0.18,2.36
NSE,DEBT,LIQUID,,Mirae Asset Mutual Fund,Mirae Asset Nifty 1D Rate Liquid ETF Growth,Nifty 1D Rate Index,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=LIQUIDPLUS,LIQUIDPLUS,544284,INF769K01MY5,13-11-2024,285.35,0.15,0.22,-0.11,1.09
NSE,EQUITY,BROADER,Nifty Midcap 150,Mirae Asset Mutual Fund,Mirae Asset Nifty Midcap 150 ETF,Nifty Midcap 150 TRI,https://www.miraeassetmf.co.in/mutual-fund-scheme/etf/mirae-asset-nifty-midcap-150-etf,MIDCAPETF,543481,INF769K01IC9,15-03-2022,1254.47,0.05,0.05,-0.21,3.75
NSE,EQUITY,THEMATIC,Metal,Mirae Asset Mutual Fund,Mirae Asset Nifty Metal ETF,Nifty Metal TRI,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=METAL,METAL,544268,INF769K01LY7,09-10-2024,101.38,0.29,0.18,-0.27,1.18
NSE,EQUITY,BROADER,Nifty Midcap 150,Mirae Asset Mutual Fund,Mirae Asset Nifty Midcap 150,Nifty Midcap 150 TRI,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=MIDCAPETF,MIDCAPETF,543481,INF769K01IC9,09-03-2022,1303.61,0.05,0.05,-0.23,3.77
NSE,EQUITY,STRATEGIC,Nifty 100 Factor Indices,Mirae Asset Mutual Fund,Mirae Asset Nifty 100 Low Volatility 30 ETF,Nifty 100 Low Volatility 30 TRI,https://miraeassetetf.co.in/our-etfs/fund?nseSymbol=LOWVOL,LOWVOL,543858,INF769K01JU9,31-03-2023,49.79,0.34,0.05,-0.46,2.71
,DEBT,G-Sec,,Motilal Oswal Mutual Fund,Motilal Oswal 5 Year G Sec ETF,Nifty 5 yr G-Sec TRI,https://www.motilaloswalmf.com/etf/motilal-oswal-nifty-5-yr-benchmark-g-sec-etf,MOGSEC,543250,INF247L01AK4,10-12-2020,140.31,0.24,0.14,-0.37,5.01
NSE,EQUITY,BROADER,Nifty 50,Motilal Oswal Mutual Fund,Motilal Oswal Nifty 50 ETF,Nifty 50 TRI,https://www.motilaloswalmf.com/etf/motilal-oswal-nifty-50-etf#Overview,MOM50,,INF247L01536,30-07-2010,59,0.05,0.02,-1.17,15.29
NSE,EQUITY,BROADER,Nifty Next 50,Motilal Oswal Mutual Fund,Motilal Oswal Nifty Next 50 ETF,Nifty Next 50 TRI,https://www.motilaloswalmf.com/mutual-funds/motilal-oswal-nifty-next-50-index-fund,MONEXT50,,INF247L01FD8,14-05-2025,1.45,0.2,0.26,-0.17,0.52
NSE,EQUITY,BROADER,Nifty 100,Motilal Oswal Mutual Fund,Motilal Oswal Nifty 100 ETF,Nifty 100 TRI,https://www.motilaloswalmf.com/etf/motilal-oswal-nifty-100-etf,MONIFTY100,,INF247L01GG9,13-10-2025,,0.5,0.07,-0.19,0.11
NSE,EQUITY,STRATEGIC,Nifty 200 Factor Indices,Motilal Oswal Mutual Fund,Motilal Oswal Nifty 200 Momentum 30 ETF,Nifty 200 Momentum 30 TRI,https://www.motilaloswalmf.com/etf/motilal-oswal-nifty-200-momentum-30-etf,MOMOMENTUM,543465,INF247L01BK2,17-02-2022,133.57,0.3,0.33,-0.59,3.77
NSE,EQUITY,STRATEGIC,Nifty 500 Factor Indices,Motilal Oswal Mutual Fund,Motilal Oswal Nifty 500 Momentum 50 ETF,Nifty 500 Momentum 50 TRI,https://www.motilaloswalmf.com/mutual-funds/motilal-oswal-nifty-500-momentum-50-etf#Overview,MOMENTUM50,,INF247L01DK8,30-09-2024,258.77,0.41,0.38,-0.84,1.15
NSE,EQUITY,BROADER,Nifty 500,Motilal Oswal Mutual Fund,Motilal Oswal Nifty 500 ETF,Nifty 500 TRI,https://www.motilaloswalmf.com/mutual-funds/motilal-oswal-nifty-500-etf,MONIFTY500,,INF247L01BU1,06-10-2023,179.51,0.21,0.02,-0.29,2.14
NSE,EQUITY,STRATEGIC,Nifty Midcap 150 Factor Indices,Motilal Oswal Mutual Fund,Motilal Oswal Nifty Midcap150 Momentum 50 ETF,Nifty Midcap 150 Momentum 50 TRI,https://www.motilaloswalmf.com/etf/motilal-oswal-nifty-midcap-150-momentum-50-etf#Overview,MOMIDMTM,,INF247L01FQ0,03-07-2025,0.26,0.53,0.1,-1.02,0.4
NSE,EQUITY,STRATEGIC,Nifty Alpha Factor Indices,Motilal Oswal Mutual Fund,Motilal Oswal Nifty Alpha 50 ETF,Nifty Alpha 50 TRI,https://www.motilaloswalmf.com/etf/motilal-oswal-nifty-alpha-50-etf,MOALPHA50,,INF247L01FR8,07-07-2025,5.71,0.53,0.29,-0.3,0.39
NSE,EQUITY,BROADER,Nifty SmallCap 250,Motilal Oswal Mutual Fund,Motilal Oswal Nifty Smallcap 250 ETF,Nifty SmallCap 250 TRI,https://www.motilaloswalmf.com/mutual-funds/motilal-oswal-nifty-smallcap-250-etf,MOSMALL250,140518734,INF247L01CH6,21-03-2024,127.5,0.3,0.14,-0.37,1.68
NSE,EQUITY,STRATEGIC,Nifty 50 Factor Indices,Motilal Oswal Mutual Fund,Motilal Oswal Nifty 50 Equal Weight ETF,Nifty 50 Equal Weight TRI,https://www.motilaloswalmf.com/etf/motilal-oswal-nifty-50-etf,MON50EQUAL,,INF247L01FC0,07-05-2025,52.38,0.16,0.05,0.07,0.58
NSE,EQUITY,SECTORAL,REALTY,Motilal Oswal Mutual Fund,Motilal Oswal Nifty Realty ETF,Nifty Realty TRI,https://www.motilaloswalmf.com/mutual-funds/motilal-oswal-nifty-realty-etf,MOREALTY,140518732,INF247L01CI4,21-03-2024,196.77,0.4,0.04,-0.92,1.71
NSE,EQUITY,THEMATIC,Capital Market,Motilal Oswal Mutual Fund,Motilal Oswal Nifty Capital Market ETF,Nifty Capital Market TRI,https://www.motilaloswalmf.com/mutual-funds/motilal-oswal-nifty-capital-market-etf,MOCAPITAL,,INF247L01EV3,13-05-2025,99.13,0.53,0.07,-0.65,0.57
NSE,EQUITY,THEMATIC,Energy,Motilal Oswal Mutual Fund,Motilal Oswal Nifty Energy ETF,Nifty Energy TRI,https://www.motilaloswalmf.com/etf/motilal-oswal-nifty-energy-etf#Performance,MOENERGY,,INF247L01GH7,13-10-2025,,0.5,0.03,-0.15,0.15
NSE,EQUITY,THEMATIC,Defence,Motilal Oswal Mutual Fund,Motilal Oswal Nifty India Defence ETF,Nifty India Defence TRI,https://www.motilaloswalmf.com/mutual-funds/motilal-oswal-nifty-india-defence-etf,MODEFENCE,140518913,INF247L01DJ0,27-08-2024,872.07,0.41,0.1,-0.69,1.28
NSE,EQUITY,THEMATIC,Manufacturing,Motilal Oswal Mutual Fund,Motilal Oswal Nifty India Manufacturing ETF,Nifty India ManufacturingÂ TRI,https://www.motilaloswalmf.com/etf/motilal-oswal-nifty-india-manufacturing-etf,MOMGF,,INF247L01FK3,28-05-2025,1.9,0.52,0.23,-0.46,0.53
NSE,EQUITY,THEMATIC,Tourism,Motilal Oswal Mutual Fund,Motilal Oswal Nifty India Tourism ETF,Nifty India Tourism TRI,https://www.motilaloswalmf.com/etf/motilal-oswal-nifty-india-tourism-etf,MOTOUR,,INF247L01FP2,09-06-2025,4.21,0.52,0.52,-0.22,0.49
NSE,EQUITY,THEMATIC,MNC,Motilal Oswal Mutual Fund,Motilal Oswal Nifty MNC ETF,Nifty MNC TRI,https://www.icicidirect.com/mutual-funds/nav-details/motilal-oswal-nifty-mnc-etf,MOMNC,,INF247L01GK1,01-12-2025,,0,,,0.01
NSE,EQUITY,THEMATIC,PSE,Motilal Oswal Mutual Fund,Motilal Oswal Nifty PSE ETF,Nifty PSE TRI,https://www.motilaloswalmf.com/mutual-funds/motilal-oswal-nifty-pse-etf,MOPSE,,INF247L01FO5,05-06-2025,1.22,0.52,0.05,-0.4,0.5
NSE,EQUITY,THEMATIC,SERVICE SECTOR,Motilal Oswal Mutual Fund,Motilal Oswal Nifty Services Sector ETF,Nifty Service Sector TRI,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.motilaloswalmf.com/CMS/assets/uploads/Documents/9d6b8-2.-annexure-ii-kim_motilal-oswal-nifty-service-sector-etf-clean.pdf,MOSERVICE,,INF247L01GJ3,27-11-2025,,0,,,0.02
BSE,EQUITY,SECTORAL,HEALTHCARE,Motilal Oswal Mutual Fund,Motilal Oswal S&P BSE Healthcare ETF,BSE Healthcare TRI,https://www.motilaloswalmf.com/etf/motilal-oswal-bse-healthcare-etf#Overview,MOHEALTH,543563,INF247L01BB1,04-08-2022,38.1,0.23,0.07,-0.36,3.36
BSE,EQUITY,STRATEGIC,BSE Quality,Motilal Oswal Mutual Fund,Motilal Oswal BSE Quality ETF,BSE Quality TRI,https://www.nseindia.com/get-quote/equity/MOQUALITY/Motilal-Oswal-Mutual-Fund---Motilal-Oswal-S&P-BSE-Quality-ETF,MOQUALITY,543577,INF247L01BH8,26-08-2022,19.27,0.31,0.16,-0.74,3.3
,GLOBAL EQUITY,NASDAQ,,Motilal Oswal Mutual Fund,Motilal Oswal NASDAQ 100 ETF - Growth Option,NASDAQ 100 TRI,https://www.motilaloswalmf.com/etf/motilal-oswal-nasdaq-100-etf,MON100,533385,INF247L01AP3,29-03-2011,11240.99,0.58,0.06,-1.5,14.71
